X,Y,Name,description,ADDRESSBLOCKHOUSENUMBER,ADDRESSBUILDINGNAME,ADDRESSFLOORNUMBER,ADDRESSPOSTALCODE,ADDRESSSTREETNAME,ADDRESSTYPE,DESCRIPTION2,HYPERLINK,LANDXADDRESSPOINT,LANDYADDRESSPOINT,NAME2,PHOTOURL,INC_CRC,FMEL_UPD_D,ADDRESSUNITNUMBER
103.807161950462,1.44188538574633,PCF SPARKLETOTS PRESCHOOL @ ADMIRALTY Blk 687B (KN),Kindergartens,,,,732687,687B Woodlands Drive 75 #01-47,,,,0,0,,,C241F297B69CD56F,20170807175647,
103.880591938834,1.37056742339093,PCF SPARKLETOTS PRESCHOOL @ ANG MO KIO-HOUGANG Blk 632 (KN),Kindergartens,,,,530632,632630 632 Hougang Avenue 8 #01-28,,,,0,0,,,1FB3EAF2794E359D,20170807175647,
103.881497897866,1.37603203699611,PCF SPARKLETOTS PRESCHOOL @ ANG MO KIO-HOUGANG Blk 929 (KN),Kindergartens,,,,530929,929 Hougang Street 91 #01-12,,,,0,0,,,CD402B29D28B6D3E,20170807175647,
103.88036381003,1.37879979501281,PCF SPARKLETOTS PRESCHOOL @ ANG MO KIO-HOUGANG Blk 970 (KN),Kindergartens,,,,530970,970 Hougang Street 91 #01-152,,,,0,0,,,8A38954F6756F449,20170807175647,
103.739968213771,1.32049456407411,PCF SPARKLETOTS PRESCHOOL @ AYER RAJAH Blk 48 (KN),Kindergartens,,,,600048,48 Teban Gardens Road #01-248,,,,0,0,,,B0FC889E9BA1F9F8,20170807175647,
103.936423904389,1.32352678651364,PCF SPARKLETOTS PRESCHOOL @ BEDOK Blk 30 (KN),Kindergartens,,,,461030,30 New Upper Changi Road #01-812,,,,0,0,,,3F90CD6C98D2CB58,20170807175647,
103.895995988498,1.37490432555167,PCF SPARKLETOTS PRESCHOOL @ BEDOK RESERVOIR-PUNGGOL Blk 414 (KN),Kindergartens,,,,530414,414415 414 Hougang Avenue 10 #01-1256,,,,0,0,,,39926CD5B8510F76,20170807175647,
103.899995256706,1.37521818719161,PCF SPARKLETOTS PRESCHOOL @ BEDOK RESERVOIR-PUNGGOL Blk 475C (DS),Kindergartens,,,,533475,475C Upper Serangoon Crescent #01-547,,,,0,0,,,6EB81AF5B3D3C982,20170807175647,
103.922392175386,1.33631179285535,PCF SPARKLETOTS PRESCHOOL @ BEDOK RESERVOIR-PUNGGOL Blk 713 (KN),Kindergartens,,,,470713,713 Bedok Reservoir Road #01-3960,,,,0,0,,,9268124A9A659690,20170807175647,
103.806468066376,1.32111549754801,Nanyang Kindergarten,Kindergartens,,,,269460,51 Coronation Road,,,,0,0,,,B04257A40A3BA83B,20160816140842,
103.920641244454,1.31107882998298,Kids 'n' Kids School,Kindergartens,,,,457453,17 Jalan Saudara Ku,,,,0,0,,,07188FB788327514,20150818095641,
103.851131068356,1.35355555150027,Kindergarten@An-Nahdhah,Kindergartens,,,,579786,9A Bishan Street 14,,,,0,0,,,5C752485BEC11AB0,20150818095641,
103.740253371367,1.37776771807967,Hope Community Kindergarten (Choa Chu Kang),Kindergartens,,,,689907,21 Choa Chu Kang Avenue 2,,,,0,0,,,36C7DB0325FB786A,20160816140842,
103.952153515611,1.36140393401701,Hope Community Kindergarten (Tampines),Kindergartens,,,,529151,20 Tampines Street 43,,,,0,0,,,BD3B2ECC98A4F612,20160816140842,
103.745756859504,1.37729300443789,Ichiban Nurtureland Kindergarten (Choa Chu Kang),Kindergartens,,,,689022,31 Hong San Walk,,,,0,0,,,6B9C2994761762C1,20160816140842,
103.943440850168,1.38368697890341,Kidz Meadow Kindergarten,Kindergartens,,,,519108,102 Pasir Ris Road,,,,0,0,,,B056A1E5789050AE,20170412114823,
103.779997537703,1.31396625067992,Little Ones Kindergarten,Kindergartens,,,,278886,58 Holland Grove Drive,,,,0,0,,,898DE51FF68163FF,20170412114823,
103.723209579699,1.35012595707304,PCF SPARKLETOTS PRESCHOOL @ JURONG SPRING Blk 465 (KN),Kindergartens,,,,640465,465 Jurong West Street 41 #01-536,,,,0,0,,,7FC0190FB6D0CE01,20170807175647,
103.720626369974,1.34630373624508,PCF SPARKLETOTS PRESCHOOL @ JURONG SPRING Blk 515 (KN),Kindergartens,,,,640515,515 Jurong West Street 52 #01-17,,,,0,0,,,C90D4C30787552AF,20170807175647,
103.716417393538,1.34788415546743,PCF SPARKLETOTS PRESCHOOL @ JURONG SPRING Blk 527 (KN),Kindergartens,,,,640527,527 Jurong West St 52 #01-301,,,,0,0,,,F61E039E43666A48,20170807175647,
103.928059091999,1.3308746512787,PCF SPARKLETOTS PRESCHOOL @ KAKI BUKIT Blk 519 (KN),Kindergartens,,,,460519,519 545 519 Bedok North Avenue 1 #01-372,,,,0,0,,,FA03A7F11C6F52E8,20170807175647,
103.92912981677,1.33421550583421,PCF SPARKLETOTS PRESCHOOL @ KAKI BUKIT Blk 526 (KN),Kindergartens,,,,460526,526 Bedok North Street 3 #01-462,,,,0,0,,,DC04BE4F5334DB84,20170807175647,
103.936506744467,1.32873202686779,PCF SPARKLETOTS PRESCHOOL @ KAMPONG CHAI CHEE Blk 135 (KN),Kindergartens,,,,460135,135 Bedok North Street 2 #01-137,,,,0,0,,,5C05892B517A0634,20170807175647,
103.932938108995,1.32810292193791,PCF SPARKLETOTS PRESCHOOL @ KAMPONG CHAI CHEE Blk 409 (KN),Kindergartens,,,,460409,409 Bedok North Avenue 2 #01-26,,,,0,0,,,3C62E0CB98E14BD4,20170807175647,
103.935821972437,1.33655000332883,PCF SPARKLETOTS PRESCHOOL @ KAMPONG CHAI CHEE Blk 775 (KN),Kindergartens,,,,470775,775 Bedok Reservoir View #01-333,,,,0,0,,,7BB0C2A67B8F7392,20170807175647,
103.860840751648,1.30458618978669,PCF SPARKLETOTS PRESCHOOL @ KAMPONG GLAM Blk 462 (KN),Kindergartens,,,,190462,462 Crawford Lane #03-33,,,,0,0,,,6DEDF75637B29926,20170807175647,
103.740967966174,1.37816643541684,PCF SPARKLETOTS PRESCHOOL @ KEAT HONG Blk 295 (KN),Kindergartens,,,,680295,295 Choa Chu Kang Avenue 2 #01-169,,,,0,0,,,0B4A34DF3DF10484,20170807175647,
103.741260167706,1.38105979807982,PCF SPARKLETOTS PRESCHOOL @ KEAT HONG Blk 411 (KN),Kindergartens,,,,680411,411 Choa Chu Kang Avenue 3 #01-359,,,,0,0,,,39684757ED819920,20170807175647,
103.743447220203,1.37525239526595,PCF SPARKLETOTS PRESCHOOL @ KEAT HONG Blk 801 (DS),Kindergartens,,,,680801,801 Keat Hong Close #01-01,,,,0,0,,,F5791BCF36A17923,20170807175647,
103.911863020624,1.32278533903391,PCF SPARKLETOTS PRESCHOOL @ KEMBANGAN CHAI CHEE Blk 116 (DS),Kindergartens,,,,410116,116 Lengkong Tiga #01-187,,,,0,0,,,12678D841CF4737E,20170807175647,
103.903801532306,1.32717743971872,PCF SPARKLETOTS PRESCHOOL @ KEMBANGAN CHAI CHEE Blk 326 (KN),Kindergartens,,,,400326,326 Ubi Avenue 1 #01-675,,,,0,0,,,9CF67478BE953D55,20170807175647,
103.92024673054,1.32488916639646,PCF SPARKLETOTS PRESCHOOL @ KEMBANGAN CHAI CHEE Blk 59 (KN),Kindergartens,,,,460059,59 Chai Chee Road #01-878,,,,0,0,,,A9BBEF9FACD25250,20170807175647,
103.870061150755,1.31423066707238,PCF SPARKLETOTS PRESCHOOL @ KOLAM AYER Blk 12 (KN),Kindergartens,,,,380012,12 Upper Boon Keng Road #01-895,,,,0,0,,,9644EF57ED4356A4,20170807175647,
103.868340800907,1.32036885079081,PCF SPARKLETOTS PRESCHOOL @ KOLAM AYER Blk 64 (KN),Kindergartens,,,,330064,5264 Kallang Bahru #01-375,,,,0,0,,,60F1C29A356325E0,20170807175647,
103.82869017933,1.29107462632884,PCF SPARKLETOTS PRESCHOOL @ KRETA AYER-KIM SENG Blk 79 (KN),Kindergartens,,,,161079,79 Indus Road #01-435,,,,0,0,,,43E1C63FFE104382,20170807175647,
103.744121086609,1.39402626916415,PCF SPARKLETOTS PRESCHOOL @ LIMBANG Blk 543 (KN),Kindergartens,,,,680543,540543 Choa Chu Kang Street 52 #01-70,,,,0,0,,,5812B42915B397E3,20170807175647,
103.901353490989,1.3891437909289,PCF SPARKLETOTS PRESCHOOL @ SENGKANG CENTRAL Blk 231 (KN),Kindergartens,,,,540231,232 231 Compassvale Walk #01-436,,,,0,0,,,FD02C3CABDAFD633,20170807175647,
103.894510812181,1.38233665673213,PCF SPARKLETOTS PRESCHOOL @ SENGKANG CENTRAL Blk 277B (KN),Kindergartens,,,,542277,277B Compassvale Link #01-264,,,,0,0,,,123B544907E269FF,20170807175647,
103.898745037753,1.39539857881701,PCF SPARKLETOTS PRESCHOOL @ SENGKANG CENTRAL Blk 292B (KN),Kindergartens,,,,542292,292B Compassvale Street #01-206,,,,0,0,,,8BEE66BFD7B7718C,20170807175647,
103.874073895403,1.39172886949266,PCF SPARKLETOTS PRESCHOOL @ SENGKANG SOUTH Blk 443 (KN),Kindergartens,,,,790443,443 Fernvale Road #01-411,,,,0,0,,,88318F1A94668423,20170807175647,
103.896307993033,1.37849144781514,PCF SPARKLETOTS PRESCHOOL @ SENGKANG SOUTH Blk 452 (DS),Kindergartens,,,,530452,452 Hougang Avenue 10 #01-575,,,,0,0,,,F7F38C9AB56C745B,20170807175647,
103.890133775908,1.37644174327395,PCF SPARKLETOTS PRESCHOOL @ SENGKANG SOUTH Blk 535 (KN),Kindergartens,,,,530535,535542 535 Hougang Street 52 #01-18,,,,0,0,,,FA1F0372FE8C37AB,20170807175647,
103.890776484618,1.38707884232909,PCF SPARKLETOTS PRESCHOOL @ SENGKANG WEST Blk 303A (KN),Kindergartens,,,,541303,303A 302A 303A Anchorvale Link #01-82,,,,0,0,,,A07C80E0C7CCD5C8,20170807175647,
103.88986543693,1.39662722291944,PCF SPARKLETOTS PRESCHOOL @ SENGKANG WEST Blk 330A (DS),Kindergartens,,,,541330,330A Anchorvale Street #01-519,,,,0,0,,,96A4EB891B8659E4,20170807175647,
103.879963568248,1.39061195450748,PCF SPARKLETOTS PRESCHOOL @ SENGKANG WEST Blk 416A (KN),Kindergartens,,,,791416,416A Fernvale Link #01-106,,,,0,0,,,D301729C0D8C4C2D,20170807175647,
103.876507008505,1.39272633656157,PCF SPARKLETOTS PRESCHOOL @ SENGKANG WEST Blk 436D (KN),Kindergartens,,,,791436,436D 436A 436D Fernvale Road #01-156,,,,0,0,,,C2D9AFBA97DFA249,20170807175647,
103.872110834781,1.36645063280186,PCF SPARKLETOTS PRESCHOOL @ SERANGOON Blk 125 (KN),Kindergartens,,,,550125,125 Serangoon North Avenue 1 #01-133,,,,0,0,,,06D9146CAE1A376B,20170807175647,
103.870855830831,1.3568220523033,PCF SPARKLETOTS PRESCHOOL @ SERANGOON Blk 226 (KN),Kindergartens,,,,550226,226 Serangoon Avenue 4 #01-149,,,,0,0,,,69011EEDA8739ED0,20170807175647,
103.9461110701,1.32072011250552,PCF SPARKLETOTS PRESCHOOL @ SIGLAP Blk 170 (KN),Kindergartens,,,,460170,170 Bedok South Road #01-354,,,,0,0,,,090E916F9458A17A,20170807175647,
103.720184382763,1.33936578854341,PCF SPARKLETOTS PRESCHOOL @ TAMAN JURONG Blk 352 (KN),Kindergartens,,,,610352,352 355 352 Kang Ching Road #01-71,,,,0,0,,,2E361C14ABA36DD8,20170807175647,
103.935334502241,1.35698450680256,PCF SPARKLETOTS PRESCHOOL @ TAMPINES CENTRAL Blk 725 (DS),Kindergartens,,,,520725,725 726 860 725 Tampines Street 71 #01-179,,,,0,0,,,3534D38679337C02,20170807175647,
103.936557642277,1.35344323889145,PCF SPARKLETOTS PRESCHOOL @ TAMPINES CENTRAL Blk 856 (KN),Kindergartens,,,,520856,856 854 856 Tampines Street 82 #01-279,,,,0,0,,,C2FCB7DC47EE0DBF,20170807175647,
103.933979626944,1.35477615380412,PCF SPARKLETOTS PRESCHOOL @ TAMPINES CENTRAL Blk 868A (KN),Kindergartens,,,,520868,868A Tampines Avenue 8 #01-534,,,,0,0,,,B33031263CC5753E,20170807175647,
103.95096547661,1.35430349296737,PCF SPARKLETOTS PRESCHOOL @ TAMPINES EAST Blk 261 (KN),Kindergartens,,,,520261,261 Tampines Street 21 #01-300,,,,0,0,,,A0A652EC73B68B4C,20170807175647,
103.950970401329,1.3537566391993,PCF SPARKLETOTS PRESCHOOL @ TAMPINES EAST Blk 262 (DS),Kindergartens,,,,520262,262 Tampines Street 21 #01-272,,,,0,0,,,440E20C778EB3DC6,20170807175647,
103.952685917888,1.36143339790939,PCF SPARKLETOTS PRESCHOOL @ TAMPINES NORTH Blk 483 (KN),Kindergartens,,,,520483,483 Tampines Street 43 #01-202,,,,0,0,,,916CE0CF1DF0A930,20170807175647,
103.943814796266,1.3475577983158,PCF SPARKLETOTS PRESCHOOL @ TAMPINES WEST Blk 140 (KN),Kindergartens,,,,520140,140 938 140 Tampines Street 12 #01-426,,,,0,0,,,EA119F06F6A3C6EA,20170807175647,
103.931896396057,1.35046410301253,PCF SPARKLETOTS PRESCHOOL @ TAMPINES WEST Blk 887 (KN),Kindergartens,,,,520887,887 Tampines Street 81 #01-1006,,,,0,0,,,698D45212DF4FCBC,20170807175647,
103.947675431377,1.34753917636974,PCF SPARKLETOTS PRESCHOOL @ TAMPINES-CHANGKAT Blk 106 (KN),Kindergartens,,,,521106,106 Tampines Street 11 #01-339,,,,0,0,,,27F1028F11D05748,20170807175647,
103.952628182932,1.34910384528996,PCF SPARKLETOTS PRESCHOOL @ TAMPINES-CHANGKAT Blk 284 (KN),Kindergartens,,,,520284,284 285 284 Tampines Street 22 #01-149,,,,0,0,,,5C88E68BFCB9409B,20170807175647,
103.95607491936,1.35146092489117,PCF SPARKLETOTS PRESCHOOL @ TAMPINES-CHANGKAT Blk 318 (KN),Kindergartens,,,,520318,318 Tampines Street 33 #01-80,,,,0,0,,,501B6EF66766CA30,20170807175647,
103.961004154368,1.35447447236302,PCF SPARKLETOTS PRESCHOOL @ TAMPINES-CHANGKAT Blk 358 (KN),Kindergartens,,,,520358,358 Tampines Street 33 #01-666,,,,0,0,,,66D1CF9797932FC7,20170807175647,
103.829271252657,1.28041256214655,PCF SPARKLETOTS PRESCHOOL @ TANJONG PAGAR-TIONG BAHRU Blk 130 (KN),Kindergartens,,,,160130,130 127 130 Kim Tian Road #01-157,,,,0,0,,,0071C7EE7472F4D9,20170807175647,
103.841156142255,1.27662168431871,PCF SPARKLETOTS PRESCHOOL @ TANJONG PAGAR-TIONG BAHRU Blk 1E (KN),Kindergartens,,,,085501,1E Cantoment Road #03-49,,,,0,0,,,BCFE806CF2504202,20170807175647,
103.845903592219,1.36742111665554,PCF SPARKLETOTS PRESCHOOL @ TECK GHEE Blk 301 (KN),Kindergartens,,,,560301,301 Ang Mo Kio Street 31 #01-1814,,,,0,0,,,E6B97D8DF4AB84D4,20170807175647,
103.857061606295,1.36581960528611,PCF SPARKLETOTS PRESCHOOL @ TECK GHEE Blk 466 (KN),Kindergartens,,,,560466,466 Ang Mo Kio Avenue 10 #01-1034,,,,0,0,,,8445DA7F37C986C9,20170807175647,
103.782900803017,1.30310745258932,PCF SPARKLETOTS PRESCHOOL @ TELOK BLANGAH Blk 2 (KN),Kindergartens,,,,130002,2 Dover Road #01-342,,,,0,0,,,A21F4011951C07DD,20170807175647,
103.808934817338,1.27338252999837,PCF SPARKLETOTS PRESCHOOL @ TELOK BLANGAH Blk 78A (KN),Kindergartens,,,,101078,78A Telok Blangah Street 32 #03-01,,,,0,0,,,B163FC1AFE77291E,20170807175647,
103.845452864372,1.33220625743914,PCF SPARKLETOTS PRESCHOOL @ TOA PAYOH CENTRAL Blk 157 (KN),Kindergartens,,,,310157,157 Lorong 1 Toa Payoh #01-1243,,,,0,0,,,F1996FE7382810ED,20170807175647,
103.847769289766,1.33862553183062,PCF SPARKLETOTS PRESCHOOL @ TOA PAYOH CENTRAL Blk 97 (KN),Kindergartens,,,,310097,97 Lorong 3 Toa Payoh #01-60,,,,0,0,,,CD72DA7647E1349F,20170807175647,
103.85719237775,1.33858279710941,PCF SPARKLETOTS PRESCHOOL @ TOA PAYOH EAST-NOVENA Blk 6 (KN),Kindergartens,,,,310006,6 Lorong 7 Toa Payoh #01-181,,,,0,0,,,C84669166255829D,20170807175647,
103.847727630143,1.342209483289,PCF SPARKLETOTS PRESCHOOL @ TOA PAYOH WEST-BALESTIER Blk 205 (KN),Kindergartens,,,,310205,205 Toa Payoh North #01-1175,,,,0,0,,,9E44CBFCC74E0638,20170807175647,
103.853751152793,1.33586536687034,PCF SPARKLETOTS PRESCHOOL @ TOA PAYOH WEST-BALESTIER Blk 45 (DS),Kindergartens,,,,310045,45 Lorong 5 Toa Payoh #01-149,,,,0,0,,,78C17FE884C6C509,20170807175647,
103.785517569352,1.30896882735727,PCF SPARKLETOTS PRESCHOOL @ ULU PANDAN Blk 24 (KN),Kindergartens,,,,270024,24 Ghim Moh Link #03-01,,,,0,0,,,70C1674FCB7CCD9D,20170807175647,
103.76110775317,1.30726693356708,PCF SPARKLETOTS PRESCHOOL @ WEST COAST Blk 702 (KN),Kindergartens,,,,120702,702 West Coast Rd #01-347,,,,0,0,,,CE1FD9067C10A795,20170807175647,
103.763602661856,1.30561273180692,PCF SPARKLETOTS PRESCHOOL @ WEST COAST Blk 728 (KN),Kindergartens,,,,120728,728 Clementi West Street 2 #01-390,,,,0,0,,,3617EB35B3EF1546,20170807175647,
103.860997837366,1.32102001224456,PCF SPARKLETOTS PRESCHOOL @ WHAMPOA Blk 106 (KN),Kindergartens,,,,322106,106 Towner Road #01-434,,,,0,0,,,3FE664FC266BD3EF,20170807175647,
103.856732215829,1.32600154050448,PCF SPARKLETOTS PRESCHOOL @ WHAMPOA Blk 112 (KN),Kindergartens,,,,321112,112 Whampoa Road #01-83,,,,0,0,,,41BF0C7B5C106D4C,20170807175647,
103.856444482489,1.32278920325769,PCF SPARKLETOTS PRESCHOOL @ WHAMPOA Blk 85 (KN),Kindergartens,,,,320085,85 Whampoa Drive #01-248,,,,0,0,,,3867956A9A3A8561,20170807175647,
103.786743448794,1.43407882447221,PCF SPARKLETOTS PRESCHOOL @ WOODGROVE Blk 364 (KN),Kindergartens,,,,730364,364 366 364 Woodlands Avenue 5 #01-478,,,,0,0,,,FD6B84C21DB5D775,20170807175647,
103.7952642852,1.43613334619091,PCF SPARKLETOTS PRESCHOOL @ WOODGROVE Blk 899B (KN),Kindergartens,,,,731899,899B Woodlands Drive 50 #01-276,,,,0,0,,,AEE6458482F75D30,20170807175647,
103.79977859377,1.4378988083815,PCF SPARKLETOTS PRESCHOOL @ WOODLANDS Blk 652 (KN),Kindergartens,,,,730652,652 Woodlands Ring Road #01-386,,,,0,0,,,EE59FE3C5A5D398E,20170807175647,
103.797703850485,1.44250944557736,PCF SPARKLETOTS PRESCHOOL @ WOODLANDS Blk 730 (KN),Kindergartens,,,,730730,730731 730 Woodlands Circle #01-25,,,,0,0,,,BEFD2A49665AB0B9,20170807175647,
103.789611670986,1.44253260995889,PCF SPARKLETOTS PRESCHOOL @ WOODLANDS Blk 875 (KN),Kindergartens,,,,730875,875 Woodlands Street 82 #01-548,,,,0,0,,,508BF64857D1992A,20170807175647,
103.74464576182,1.39846758593605,PCF SPARKLETOTS PRESCHOOL @ YEW TEE Blk 608 (KN),Kindergartens,,,,680608,608 Choa Chu Kang Street 62 #01-103,,,,0,0,,,74D4211AD23C763B,20170807175647,
103.745291162555,1.40251053795062,PCF SPARKLETOTS PRESCHOOL @ YEW TEE Blk 682 (KN),Kindergartens,,,,680682,682 Choa Chu Kang Crescent #01-504,,,,0,0,,,2B1281AF4C770EE8,20170807175647,
103.751987240645,1.40196203684134,PCF SPARKLETOTS PRESCHOOL @ YEW TEE Blk 690D (KN),Kindergartens,,,,684690,690D 690C 690D Choa Chu Kang Crescent #01-74,,,,0,0,,,43BEC28FE6F7E60A,20170807175647,
103.84351486551,1.36970823637717,PCF SPARKLETOTS PRESCHOOL @ YIO CHU KANG Blk 121 (KN),Kindergartens,,,,560121,121 Ang Mo Kio Avenue 3 #01-1711,,,,0,0,,,FA7A479A960F5C2D,20170807175647,
103.748349087459,1.39508339818904,PCF SPARKLETOTS PRESCHOOL @ LIMBANG Blk 786 (KN),Kindergartens,,,,680786,787788792 786 Choa Chu Kang Drive #01-237,,,,0,0,,,0AEAD3D0A4368134,20170807175647,
103.885168802719,1.31901276102355,PCF SPARKLETOTS PRESCHOOL @ MACPHERSON Blk 108 (KN),Kindergartens,,,,380108,107108 Aljunied Cres #01-36,,,,0,0,,,FF13EA47D6ADD5E6,20170807175647,
103.885407998746,1.32968232966632,PCF SPARKLETOTS PRESCHOOL @ MACPHERSON Blk 31 (KN),Kindergartens,,,,370031,31 Balam Road #01-103,,,,0,0,,,C3D301A720A82E3B,20170807175647,
103.88758535602,1.32385645602419,PCF SPARKLETOTS PRESCHOOL @ MACPHERSON Blk 54 (KN),Kindergartens,,,,370054,53 54 Pipit Road #01-52,,,,0,0,,,049CB7F258879EA8,20170807175647,
103.912659621658,1.30510474833918,PCF SPARKLETOTS PRESCHOOL @ MARINE PARADE Blk 46 (KN),Kindergartens,,,,440046,4746 Marine Crescent #01-42,,,,0,0,,,D953D02377452E6F,20170807175647,
103.778157094025,1.44191491539625,PCF SPARKLETOTS PRESCHOOL @ MARSILING Blk 15 (KN),Kindergartens,,,,730015,15 Marsiling Lane #01-163,,,,0,0,,,581951C3BF13173F,20170807175647,
103.774428431683,1.43151114640827,PCF SPARKLETOTS PRESCHOOL @ MARSILING Blk 302 (KN),Kindergartens,,,,730302,301 302 302 Woodlands Street 31 #01-301,,,,0,0,,,3378C9DC3DE72E17,20170807175647,
103.772918128939,1.44337609776795,PCF SPARKLETOTS PRESCHOOL @ MARSILING Blk 32 (KN),Kindergartens,,,,730032,30 32 Marsiling Drive #01-343,,,,0,0,,,0538153899A84678,20170807175647,
103.852209774917,1.31391659579236,PCF SPARKLETOTS PRESCHOOL @ MOULMEIN-CAIRNHILL Blk 10 (DS),Kindergartens,,,,210010,5210 Gloucester Road #01-33,,,,0,0,,,8CBBC0AF8CD5B02D,20170807175647,
103.885731691492,1.30810983144184,PCF SPARKLETOTS PRESCHOOL @ MOUNTBATTEN Blk 51 (KN),Kindergartens,,,,390051,51 Old Airport Road #02-01,,,,0,0,,,1E504BC37B351478,20170807175647,
103.695778180257,1.34600001087355,PCF SPARKLETOTS PRESCHOOL @ NANYANG Blk 813 (KN),Kindergartens,,,,640813,813 Jurong West Street 81 #01-180,,,,0,0,,,DE91496CF242447D,20170807175647,
103.688737677384,1.34223794701064,PCF SPARKLETOTS PRESCHOOL @ NANYANG Blk 934 (KN),Kindergartens,,,,640934,934 Jurong West Street 91 #01-329,,,,0,0,,,34E0326F91F42BC0,20170807175647,
103.8360822201,1.42098943098536,PCF SPARKLETOTS PRESCHOOL @ NEE SOON CENTRAL Blk 609 (KN),Kindergartens,,,,760609,609 Yishun Street 61 #01-235,,,,0,0,,,412CAE0489B06E9F,20170807175647,
103.837491394187,1.42211202751348,PCF SPARKLETOTS PRESCHOOL @ NEE SOON CENTRAL Blk 646 (KN),Kindergartens,,,,760646,644646 Yishun Street 61 #01-354,,,,0,0,,,1E2DE0D6718F7D53,20170807175647,
103.832444558488,1.42897508472674,PCF SPARKLETOTS PRESCHOOL @ NEE SOON CENTRAL Blk 737 (KN),Kindergartens,,,,760737,737 Yishun Street 72 #01-99,,,,0,0,,,28886CECB096F9F5,20170807175647,
103.832471414586,1.42936928155541,PCF SPARKLETOTS PRESCHOOL @ NEE SOON CENTRAL Blk 738 (KN),Kindergartens,,,,760738,738 Yishun Street 72 #01-135,,,,0,0,,,B056F5A0D69463DB,20170807175647,
103.835602685508,1.43436727338973,PCF SPARKLETOTS PRESCHOOL @ NEE SOON EAST Blk 223 (KN),Kindergartens,,,,760223,223 225 223 Yishun St 21 #01-520,,,,0,0,,,B557CC55DD11A787,20170807175647,
103.845121454186,1.42959194814894,PCF SPARKLETOTS PRESCHOOL @ NEE SOON EAST Blk 367 (KN),Kindergartens,,,,760367,367 Yishun Ring Road #01-1534,,,,0,0,,,630BCEABCD3AD29E,20170807175647,
103.83628703137,1.41476320441217,PCF SPARKLETOTS PRESCHOOL @ NEE SOON SOUTH Blk 875  (KN),Kindergartens,,,,760875,874875 Yishun St 81 #01-175,,,,0,0,,,689225C08E471065,20170807175647,
103.960913206607,1.36902276298088,PCF SPARKLETOTS PRESCHOOL @ PASIR RIS EAST Blk 216 (KN),Kindergartens,,,,510216,213 216 Pasir Ris Street 21 #01-184,,,,0,0,,,079F81C8EA4E29BB,20170807175647,
103.955787858673,1.3699583875026,PCF SPARKLETOTS PRESCHOOL @ PASIR RIS EAST Blk 426 (KN),Kindergartens,,,,510426,427 426-1/2 Pasir Ris Drive 6 #01-73/61,,,,0,0,,,52453770180CC48D,20170807175647,
103.943850343464,1.37468100391147,PCF SPARKLETOTS PRESCHOOL @ PASIR RIS WEST Blk 517 (KN),Kindergartens,,,,510517,511517 Pasir Ris Street 52 #01-57,,,,0,0,,,496269DA2B312F2F,20170807175647,
103.936519186361,1.37915489282667,PCF SPARKLETOTS PRESCHOOL @ PASIR RIS WEST Blk 738 (KN),Kindergartens,,,,510738,738 737 738 Pasir Ris Drive 10 #01-21,,,,0,0,,,D9B1CF2E3EFEC83E,20170807175647,
103.886491573417,1.35240982574509,PCF SPARKLETOTS PRESCHOOL @ PAYA LEBAR Blk 125 (KN),Kindergartens,,,,530125,115125 Hougang Avenue 1 #01-1470,,,,0,0,,,F679A0B2ACC65450,20170807175647,
103.89072796886,1.3648666443292,PCF SPARKLETOTS PRESCHOOL @ PAYA LEBAR Blk 23 (KN),Kindergartens,,,,530023,23 Hougang Avenue 3 #01-303,,,,0,0,,,4D8B55D882FE7AA1,20170807175647,
103.695839832359,1.34036989056802,PCF SPARKLETOTS PRESCHOOL @ PIONEER Blk 642 (KN),Kindergartens,,,,640642,642 Jurong West Street 61 #01-60,,,,0,0,,,F8780E42FB234333,20170807175647,
103.697939908058,1.3361611383814,PCF SPARKLETOTS PRESCHOOL @ PIONEER Blk 654B (KN),Kindergartens,,,,642654,652A 652B 654A 654C 654B Jurong West Street 61 #01-490,,,,0,0,,,074BB103F704DD7B,20170807175647,
103.70338824824,1.33701948607757,PCF SPARKLETOTS PRESCHOOL @ PIONEER Blk 662B (KN),Kindergartens,,,,642662,662C 662B Jurong West Street 64 #01-312,,,,0,0,,,A680535E023C060D,20170807175647,
103.70312431501,1.34009318650664,PCF SPARKLETOTS PRESCHOOL @ PIONEER Blk 665A (KN),Kindergartens,,,,641665,665B 665A Jurong West Street 64 #01-160,,,,0,0,,,4D366F2C1C6225DE,20170807175647,
103.866168849459,1.33290761078346,PCF SPARKLETOTS PRESCHOOL @ POTONG PASIR Blk 143 (KN),Kindergartens,,,,350143,143 Potong Pasir Avenue 2 #01-24,,,,0,0,,,C0281B6F8D2E1B2C,20170807175647,
103.905762207291,1.40377787610907,PCF SPARKLETOTS PRESCHOOL @ PUNGGOL COAST Blk 303A (KN),Kindergartens,,,,821303,303A Punggol Central #01-782,,,,0,0,,,A6093525E64E6DEA,20170807175647,
103.910209754788,1.4048914049696,PCF SPARKLETOTS PRESCHOOL @ PUNGGOL COAST BLK 676B (DS),Kindergartens,,,,822676,676B Punggol Drive #02-724,,,,0,0,,,29187EDDE08FA782,20170807175647,
103.901208583347,1.38291145708602,PCF SPARKLETOTS PRESCHOOL @ PUNGGOL EAST Blk 103 (KN),Kindergartens,,,,540103,102103 Rivervale Walk #01-86,,,,0,0,,,CF45C7D628631C58,20170807175647,
